1497623338342677702,3905,4000,1910,3000,30
1497623343701260232,3903,5000,2303,3000,30
1497623349455244118,3904,4000,1271,4000,40
1497623355163119325,3899,5000,1464,3000,30
1497623360535009996,3901,4000,1762,3000,30
1497623365930516650,3901,5000,1485,3000,30
1497623371337240640,3893,4000,1896,3000,30
1497623376756755271,3903,5000,1772,3000,30
1497623382131120573,3903,4000,1497,3000,30
1497623387518052275,3896,5000,1871,3000,30
1497623392914276223,3867,4000,1653,3000,30
1497623398224717878,3900,5000,2220,3000,30
1497623406158082811,3902,4000,1048,4000,40
1497623411767178572,4753,5000,1870,3000,30
1497623417126625939,4072,6000,1815,3000,30
1497623423216782131,4508,5000,1745,3000,30
1497623428512253119,3993,6000,1789,3000,30
1497623433902962419,3928,5000,1945,3000,30
1497623439403108404,4000,4000,2001,3000,30
1497623446738982257,4917,5000,1861,4000,40
1497623453868179386,4908,6000,1553,3000,30
1497623459408020867,4910,5000,1720,3000,30
1497623464759909284,4903,6000,1772,3000,30
1497623470134868110,5000,5000,1521,3000,30
1497623475470868084,6000,6000,1915,3000,30
1497623480853062458,6047,7000,2069,3000,30
1497623486537644436,5962,7000,1573,4000,40
1497623492683167340,5935,6000,1423,3000,30
1497623498065061707,5932,7000,1569,3000,30
1497623506595043979,5932,6000,1758,3000,30
1497623512492180273,5927,7000,1633,3000,30
1497623517807108236,5926,6000,1557,3000,30
1497623523202314011,5914,7000,1686,3000,30
1497623528528204785,5911,6000,1797,3000,30
1497623533876923612,5907,7000,2074,3000,30
1497623540230602321,6000,6000,1783,4000,40
1497623546435102479,6524,7000,1278,3000,30
1497623551799398881,7128,8000,1624,3000,30
1497623557118505990,6447,8000,1501,3000,30
1497623562600954550,6280,7000,1358,3000,30
1497623567979193755,6197,7000,1703,3000,30
1497623573312223612,6142,7000,1837,3000,30
1497623578619333463,6092,7000,1779,3000,30
1497623583965918187,6043,7000,2038,3000,30
1497623590316270185,5981,7000,1689,4000,40
1497623596240360720,5926,6000,1584,3000,30
1497623602335256904,6388,7000,1384,3000,30
1497623608636993972,6820,7000,1610,3000,30
1497623614077653804,6279,8000,1377,3000,30
1497623619564157783,6089,7000,1972,3000,30
1497623624920132404,6042,7000,1814,3000,30
1497623630257799654,6019,7000,1761,3000,30
1497623635594375696,5995,7000,1530,3000,30
1497623640857813631,5971,6000,1583,3000,30
1497623646139854069,5948,7000,1821,3000,30
1497623651431587145,5934,6000,1679,3000,30
1497623656852703433,5912,7000,1883,3000,30
1497623662236681878,5908,6000,1857,3000,30
1497623667584323471,6679,7000,2643,3000,30
1497623673398416012,6194,8000,1830,4000,40
1497623678917643321,7000,7000,1767,3000,30
1497623684221727009,6775,8000,2106,3000,30
1497623699382709585,6596,7000,1884,4000,39
1497623706723724207,6207,8000,1784,3000,30
1497623712055027790,6106,7000,1920,3000,30
1497623717516965973,5961,7000,2442,3000,30
1497623723385418752,5886,6000,2305,4000,40
1497623730484811166,5902,7000,2176,4000,40
1497623736511440708,5875,6000,2266,4000,40
1497623742850522765,6013,7000,2008,4000,40
1497623748181326806,6365,7000,1811,4000,40
1497623754003504806,6051,7000,1296,3000,30
1497623759344046646,5961,7000,2175,3000,30
1497623765990437898,5946,6000,1540,4000,40
1497623771899350133,5930,7000,1614,3000,30
1497623777251179662,5907,6000,1246,3000,30
1497623782536358973,5907,7000,1349,3000,30
1497623788038242279,5909,6000,1542,3000,30
1497623793424098261,5911,7000,1626,3000,30
1497623798730283358,6000,6000,1598,3000,30
1497623805944286134,6821,7000,2712,3000,30
1497623812882801410,6456,8000,1880,4000,40
1497623819258858889,7000,7000,1983,3000,30
1497623824686126951,6382,8000,1017,3000,30
1497623830319143480,6035,7000,1836,3000,30
1497623835593119937,5939,7000,1038,3000,30
1497623840997580487,5909,6000,1542,3000,30
1497623846389896623,5911,7000,1598,3000,30
1497623851942362314,5910,6000,1363,3000,30
1497623857332156614,5906,7000,1363,3000,30
1497623862623392233,5909,6000,1329,3000,30
1497623867928570743,5907,7000,1326,3000,30
1497623873315800265,6000,6000,1391,3000,30
1497623878680624037,6560,7000,1105,3000,30
1497623884039884248,6165,8000,1260,3000,30
1497623889569772298,7000,7000,1251,3000,30
1497623894980909464,8000,8000,2416,3000,30
1497623901230991550,5890,9000,1220,4000,40
1497623906819183794,5545,8000,2100,3000,30
1497623912259155674,4336,7000,484,4000,37
1497623917740470477,3536,6000,489,3000,30
1497623923213070912,3032,5000,1395,2000,20
1497623928918412672,2910,4000,530,3000,30
1497623934358040453,2911,3000,485,2000,20
1497623939820905333,2909,4000,452,2000,20
1497623945073920882,2908,3000,445,2000,20
1497623950345374230,2909,4000,535,2000,20
1497623955641967603,3000,3000,644,2000,20
1497623961200189579,3098,4000,574,2000,20
1497623966471056789,2950,4000,867,2000,20
1497623971838200536,2909,3000,1471,2000,20
1497623978828841528,2908,4000,1451,3000,30
1497623984203860469,2905,3000,1580,3000,30
1497623989549617343,2905,4000,1335,3000,30
1497623994911381824,2903,3000,1435,3000,30
1497624000316661120,2907,4000,2254,3000,30
1497624007876932499,3000,3000,1655,4000,40
1497624013829063067,2924,4000,1435,3000,30
1497624019246069999,2908,3000,1653,3000,30
1497624024763737329,2553,4000,1103,3000,30
1497624030091890945,2033,3000,981,3000,30
1497624035558227541,1930,3000,929,2000,20
1497624040834921637,1913,2000,1034,2000,20
1497624047358514058,1910,3000,916,3000,30
1497624052864445557,1908,2000,832,2000,20
1497624058197061933,1908,3000,1006,2000,20
1497624063892398537,1909,2000,914,3000,30
1497624070119184377,1910,3000,488,2000,20
1497624075433313228,1910,2000,722,2000,20
1497624080773450262,1907,3000,849,2000,20
1497624086087912070,1909,2000,786,2000,20
1497624091374249639,2190,3000,666,2000,20
1497624096654360539,1973,3000,678,2000,20
1497624101968000448,1912,2000,714,2000,20
1497624107264802105,1908,3000,963,2000,20
1497624112521865076,1911,2000,981,2000,20
1497624117846675118,1910,3000,799,2000,20
1497624123113197100,1911,2000,905,2000,20
1497624128385831282,1909,3000,1037,2000,20
1497624135018171951,2000,2000,1215,3000,30
1497624140343821966,2202,3000,576,3000,30
1497624145809434547,2014,3000,1635,2000,20
1497624151458611011,2980,3000,1486,3000,30
1497624156973651004,2184,4000,628,3000,30
1497624163090363897,2931,3000,1540,2000,20
1497624169229242579,2143,4000,905,3000,30
1497624174824736731,2861,3000,852,2000,20
1497624180069435186,2287,4000,734,2000,20
1497624185448761901,2184,3000,1314,2000,20
1497624191288022856,2438,3000,653,3000,30
1497624197025863324,2108,3000,581,2000,20
1497624202394976057,1948,3000,689,2000,20
1497624207679392558,1921,2000,880,2000,20
1497624212905006289,1922,3000,690,2000,20
1497624218277525361,1921,2000,764,2000,20
1497624223599904983,1920,3000,823,2000,20
1497624228854277640,1919,2000,1026,2000,20
1497624234718930187,1921,3000,735,3000,30
1497624240183047737,1922,2000,652,2000,20
1497624245660874505,1916,3000,1542,2000,20
1497624252305647003,1921,2000,1361,3000,30
1497624257606072438,1922,3000,654,3000,30
1497624263190568576,1584,2000,2000,2000,20
1497624272165766316,1920,3000,1471,3000,30
1497624277941085586,1918,2000,1188,3000,30
1497624283231874835,1922,3000,1021,3000,30
1497624289917934833,1918,2000,2103,3000,30
1497624297947329000,1921,3000,1657,4000,40
1497624303666616080,1912,2000,1810,3000,30
1497624309692306348,1917,3000,1924,3000,30
1497624315068819201,1920,2000,2157,3000,30
1497624323727068643,1920,3000,1517,4000,38
1497624330601310537,1982,2000,1790,3000,30
1497624336305942796,1966,3000,2351,3000,30
1497624346222987567,1956,2000,1765,4000,38
1497624353135312580,1951,3000,1833,3000,30
1497624358473778759,1948,2000,2109,3000,30
1497624364707135248,1934,3000,1773,4000,37
1497624370878489366,1926,2000,1593,3000,30
1497624376288260978,1922,3000,1444,3000,30
1497624382824465088,1920,2000,1586,3000,30
1497624388150250469,1919,3000,1763,3000,30
1497624393647852445,1921,2000,1570,3000,30
1497624399416394852,1920,3000,2041,3000,30
1497624406980398832,1922,2000,1556,4000,40
1497624412708886901,1921,3000,976,3000,30
1497624418332248980,1921,2000,1231,2000,20
1497624424245877005,1920,3000,1581,3000,30
1497624429479112704,1920,2000,997,3000,30
1497624434945465597,1922,3000,1247,2000,20
1497624440648266281,1922,2000,1168,3000,29
1497624445946809980,1922,3000,834,3000,30
1497624451377157848,2000,2000,1078,2000,20
1497624457034387891,2146,3000,1246,3000,30
1497624462325440842,1954,3000,1151,3000,30
1497624467673626893,2000,2000,1019,3000,30
1497624472998987671,2023,3000,1119,3000,30
1497624478305968812,2439,3000,2693,3000,30
1497624484035138491,2033,3000,1433,4000,40
1497624489831287925,3000,3000,1561,3000,30
1497624495188008285,4000,4000,1575,3000,30
1497624500526944294,5000,5000,1821,3000,30
1497624505968700244,6000,6000,1384,3000,30
1497624511298653801,7000,7000,1457,3000,30
1497624516668990161,8000,8000,2049,3000,30
1497624522953789851,9000,9000,1570,4000,40
1497624530579794130,9849,10000,1456,3000,30
1497624535969749979,9504,11000,1435,3000,30
1497624541871232546,9378,10000,1421,3000,30
1497624547244335680,9323,10000,1275,3000,30
1497624552556294824,9277,10000,1507,3000,30
1497624557913200882,9222,10000,1501,3000,30
1497624563416873978,9192,10000,1381,3000,30
1497624568730263097,9079,10000,1463,3000,30
1497624574115813174,8954,10000,1793,3000,30
1497624579476945911,8930,9000,1697,3000,30
1497624584888482692,8923,10000,1617,3000,30
1497624591197648788,8917,9000,2231,3000,30
1497624597980483688,8920,10000,1802,4000,40
1497624604440216146,8915,9000,1862,3000,30
1497624609826098626,8923,10000,1331,3000,30
1497624615583064650,8922,9000,1260,3000,30
1497624621053074122,9673,10000,2330,3000,30
1497624626885086355,9764,11000,1476,4000,40
1497624634291582727,9917,10000,1269,3000,30
1497624639668905254,9886,11000,1252,3000,30
1497624644950959586,10000,10000,1520,3000,30
1497624650259050373,10287,11000,1609,3000,30
1497624655559499321,10367,11000,1916,3000,30
1497624660798693893,9674,11000,1432,3000,30
1497624666165014330,10000,10000,1084,3000,30
1497624671540486923,9604,11000,1019,3000,30
1497624676820515898,10000,10000,1102,3000,30
1497624682111757387,8553,11000,3000,3000,30
1497624688151558211,10000,10000,1642,4000,40
1497624694274475828,9567,11000,1526,3000,30
1497624700557200067,9193,10000,1350,3000,30
1497624705826380351,9044,10000,1627,3000,30
1497624711177419060,8995,10000,2021,3000,30
1497624716926805261,8952,9000,1795,4000,40
1497624723004601238,8940,10000,1930,3000,30
1497624728312153755,8932,9000,1542,3000,30
1497624733638226700,8925,10000,1196,3000,30
1497624738933589190,8923,9000,1617,3000,30
1497624744227125214,8924,10000,1509,3000,30
1497624749609577944,8924,9000,1263,3000,30
1497624754890388393,9596,10000,2110,3000,30
1497624760493000789,9376,11000,1153,4000,40
1497624766012806948,9123,10000,1146,3000,30
1497624771670328324,8995,10000,1452,3000,30
1497624777014277660,8149,9000,3000,3000,30
1497624782769642856,9000,9000,1083,4000,40
1497624788320743324,9500,10000,883,3000,30
1497624793994926275,9204,11000,1246,2000,20
1497624799670419242,8990,10000,1433,3000,29
1497624804984431948,8950,9000,1182,3000,30
1497624810388186744,9226,10000,1504,3000,28
1497624815741850649,10000,10000,1540,3000,28
1497624821733698041,9728,11000,1304,3000,30
1497624827035530083,9720,10000,1308,3000,30
1497624832366302974,9248,11000,1314,3000,30
1497624837707017268,9035,10000,1194,3000,30
1497624843118435276,8927,10000,1099,3000,30
1497624848457004522,8928,9000,1316,3000,30
1497624854046417355,8928,10000,1214,3000,30
1497624859340670805,8926,9000,903,3000,30
1497624864913914933,8923,10000,388,2000,20
1497624870216688915,6453,9000,1996,2000,20
1497624876287102766,3523,8000,3000,3000,30
1497624882472148540,7000,7000,408,4000,40
1497624888325972775,8000,8000,189,3000,30
1497624894529590731,9000,9000,549,2000,20
1497624899951259212,9702,10000,1966,2000,20
1497624907380388950,10858,11000,1304,3000,30
1497624914167380613,10071,12000,1176,3000,30
1497624920188644916,9332,11000,720,3000,30
1497624925745032229,9941,10000,1886,2000,20
1497624934635295052,10592,11000,1524,3000,30
1497624949228951491,9863,12000,1718,3000,30
1497624964366399487,9825,11000,932,3000,30
1497624973313028689,9277,10000,1814,2000,20
1497624980901892852,9226,10000,1819,3000,30
1497624987155995778,9194,10000,1860,3000,30
1497624997498969096,8989,10000,2193,3000,30
1497625004965908773,8922,9000,1946,4000,40
1497625010936133324,8922,10000,1966,3000,30
1497625017484771963,8896,9000,1657,3000,30
1497625023158170215,8922,10000,1777,3000,30
1497625028472110162,8925,9000,1522,3000,30
1497625033776261516,9139,10000,1909,3000,30
1497625039017323586,9828,10000,1554,3000,30
1497625044348409931,9238,11000,1622,3000,30
1497625049657664554,9029,10000,1615,3000,30
1497625054948121041,8965,10000,1546,3000,30
1497625060234731646,9000,9000,1820,3000,30
1497625065634978784,10000,10000,2349,3000,30
1497625071707944113,10887,11000,2103,4000,40
1497625089576901724,10958,12000,1473,4000,40
1497625096008561418,9102,11000,1704,3000,30
1497625101428498696,9091,10000,1405,3000,30
1497625107436868891,9039,10000,2164,3000,30
1497625113669133603,9035,10000,1582,4000,40
1497625119341012641,9000,10000,1745,3000,30
1497625125363584118,8959,9000,1987,3000,30
1497625130774392347,8891,10000,1835,3000,30
1497625136130816757,8922,9000,1801,3000,30
1497625144458701249,8926,10000,1869,3000,30
1497625149777607916,8925,9000,1196,3000,30
1497625155208240470,8925,10000,1727,3000,30
1497625160548899768,8920,9000,1860,3000,30
1497625165903244624,8923,10000,1998,3000,30
1497625171287709447,9000,9000,1904,3000,30
1497625176640786554,9397,10000,1832,3000,30
1497625181954151014,9184,10000,1934,3000,30
1497625187314428639,9100,10000,1824,3000,30
1497625192635317357,9418,10000,1859,3000,30
1497625198528120686,9420,10000,1750,3000,30
1497625203814022811,10000,10000,1381,3000,30
1497625209131566666,11000,11000,1460,3000,30
1497625214485598105,10919,12000,1645,3000,30
1497625219809725391,10678,11000,1418,3000,30
1497625225092173544,10293,12000,1191,3000,30
1497625230424901792,10043,11000,1508,3000,30
1497625235815998561,9812,11000,1956,3000,30
1497625241159614882,9659,10000,2054,3000,30
1497625246969295429,9515,11000,1559,4000,40
1497625252565531816,9217,10000,1297,3000,30
1497625257884800406,9050,10000,1660,3000,30
1497625263195939422,8961,10000,1518,3000,30
1497625268535116425,8932,9000,1649,3000,30
1497625273969011102,8923,10000,1703,3000,30
1497625279388876691,8923,9000,2001,3000,30
1497625285016870577,8926,10000,1670,4000,40
1497625290948610687,8920,9000,1371,3000,30
1497625296289190890,9818,10000,2019,3000,30
1497625302271023670,9401,11000,1381,4000,37
1497625308326476874,9677,10000,1556,3000,30
1497625313613673725,9332,11000,1590,3000,30
1497625318965461011,9236,10000,1355,3000,30
1497625324298597527,9177,10000,1417,3000,30
1497625329627141029,9105,10000,1747,3000,30
1497625334996295654,10000,10000,1763,3000,30
1497625341412760734,10662,11000,2493,3000,30
1497625349556572720,10872,12000,1944,4000,40
1497625355617207518,10739,11000,1677,3000,30
1497625360933438922,11075,12000,1340,3000,30
1497625367322027508,10890,12000,2107,3000,30
1497625375400314478,10490,11000,1322,4000,40
1497625382610166056,10387,11000,1446,3000,30
1497625387971864045,10431,11000,1451,3000,30
1497625393269775093,10629,11000,1360,3000,30
1497625398592087296,10056,12000,1394,3000,30
1497625403995250271,9704,11000,1342,3000,30
1497625409450010799,9427,10000,1805,3000,30
1497625416232102841,9198,10000,1781,3000,30
1497625421534114421,9082,10000,1728,3000,30
1497625426848889811,9667,10000,1622,3000,30
1497625432262599429,9318,11000,1532,3000,30
1497625437646209548,9157,10000,1708,3000,30
1497625443039460833,9065,10000,1909,3000,30
1497625448433900786,9046,10000,1864,3000,30
1497625453850162202,9030,10000,1841,3000,30
1497625461369998164,9579,10000,2288,3000,30
1497625467761439199,9391,11000,1582,4000,40
1497625474596257744,10000,10000,1558,3000,30
1497625480007198569,11000,11000,2360,3000,30
1497625487613424930,11997,12000,2415,4000,38
1497625493106976647,11717,13000,1613,4000,40
1497625498632222000,8241,12000,2988,3000,30
1497625505219042608,10596,11000,3559,4000,39
1497625514188334090,12000,12000,2241,5000,50
1497625520277051442,13000,13000,1954,4000,40
1497625526721276848,12615,14000,2024,3000,30
1497625539580818269,11619,13000,2007,4000,40
1497625556782973722,11031,12000,2229,4000,51
1497625565816956281,11222,12000,1412,4000,40
1497625576182162067,10978,12000,1254,3000,30
1497625587726061621,10963,11000,1214,3000,30
1497625596383259422,10949,12000,1642,3000,30
1497625605635343846,10926,11000,1458,3000,30
1497625621970976692,12000,12000,1350,3000,30
1497625627255759496,12991,13000,1166,3000,30
1497625632545696021,10807,14000,1068,3000,30
1497625637912082246,8164,13000,1415,3000,30
1497625643598905165,7057,12000,1265,3000,30
1497625649097395942,7320,11000,1458,3000,30
1497625654454616958,7061,10000,1330,3000,30
1497625659801210601,7238,9000,1180,3000,30
1497625665158141203,6698,8000,1231,3000,30
1497625670583238613,6229,7000,1586,3000,30
1497625675892402023,6102,7000,1288,3000,30
1497625681230155744,5992,7000,1212,3000,30
1497625686554291548,5967,6000,1232,3000,30
1497625691953467237,5927,7000,1444,3000,30
1497625697484534352,5946,6000,1401,3000,30
1497625702861707042,5931,7000,1686,3000,30
1497625708168826002,5928,6000,1507,3000,30
1497625713510428340,5928,7000,1793,3000,30
1497625718895369667,5927,6000,1728,3000,30
1497625728676842435,5923,7000,1973,3000,30
1497625734020094251,6000,6000,1140,3000,30
1497625739294520578,6193,7000,909,3000,30
1497625744754203648,6971,7000,1720,2000,20
1497625750222120054,6728,8000,1121,3000,30
1497625755493905135,6559,7000,1184,3000,30
1497625760773208457,6909,8000,1161,3000,30
1497625766042034335,6728,7000,1604,3000,30
1497625771342703750,6949,8000,1179,3000,30
1497625776913722647,6376,7000,1094,3000,30
1497625782208735024,6966,7000,1341,3000,30
1497625787536007564,7330,8000,1493,3000,30
1497625792859076024,6666,8000,1644,3000,30
1497625798240490271,6304,7000,1993,3000,30
1497625803600570990,6185,7000,1909,3000,30
1497625808928859089,6117,7000,1974,3000,30
1497625814602387180,6075,7000,1898,3000,30
1497625819931062849,6029,7000,1873,3000,30
1497625825206332616,6001,7000,1608,3000,30
1497625830618428982,5966,7000,1519,3000,30
1497625837552815863,5940,6000,2133,3000,30
1497625844446005641,5922,7000,2086,4000,40
1497625849988621461,5928,6000,1518,4000,40
1497625855730468394,5928,7000,1251,3000,30
1497625861452597961,5927,6000,1533,3000,30
1497625866766947085,5929,7000,1695,3000,30
1497625872140897565,5927,6000,1924,3000,30
1497625877528290985,5929,7000,1985,3000,30
1497625882865262186,6000,6000,2184,3000,30
1497625889691950854,6106,7000,1911,4000,40
1497625895974420205,7000,7000,1181,3000,30
1497625901262817924,6500,8000,1014,3000,30
1497625906588176543,7000,7000,1250,3000,30
1497625911944360070,6552,8000,1047,3000,30
1497625917230412335,7000,7000,1068,3000,30
1497625922551437105,6725,8000,1516,3000,30
1497625927984857180,6914,7000,2164,3000,30
1497625933635021609,6335,8000,1258,4000,40
1497625939294654114,6731,7000,1144,3000,30
1497625944591406483,6260,8000,1130,3000,30
1497625949905405263,6634,7000,1627,3000,30
1497625955453210692,6169,8000,1293,3000,30
1497625960752177753,6010,7000,2003,3000,30
1497625966772631530,5956,7000,1675,4000,40
1497625972592778618,5942,6000,1546,3000,30
1497625977978811034,5941,7000,1726,3000,30
1497625983719069087,5932,6000,2058,3000,30
1497625989630729334,5929,7000,1764,4000,40
1497625995490286637,5931,6000,1152,3000,30
1497626000878276438,5929,7000,1418,3000,30
1497626006501970101,5929,6000,1345,3000,30
1497626012080674496,5925,7000,1467,3000,30
1497626017514620587,6000,6000,1674,3000,30
1497626022804673224,6797,7000,1552,3000,30
1497626028119391861,6268,8000,1462,3000,30
1497626033555843235,6043,7000,1396,3000,30
1497626038818615231,5948,7000,1540,3000,30
1497626045172444975,6000,6000,1528,3000,30
1497626050487307349,7000,7000,2024,3000,30
1497626056053508036,8000,8000,1557,4000,40
1497626062822535689,9000,9000,1552,3000,30
1497626068290412262,2861,10000,2994,3000,30
1497626073961795761,1241,9000,4000,4000,36
1497626083440881478,8000,8000,1371,5000,48
1497626091700693730,7948,9000,1337,4000,40
1497626098204166028,7922,8000,1622,3000,30
1497626103527960271,7929,9000,1652,3000,30
1497626111638680609,7928,8000,2114,3000,30
1497626119458525779,7927,9000,1796,4000,40
1497626128017294191,7928,8000,1938,3000,30
1497626135708296383,7929,9000,1995,3000,30
1497626141037229406,7914,8000,1923,3000,30
1497626146461418081,7925,9000,1666,3000,30
1497626152551927674,7928,8000,2103,3000,30
1497626159566952173,7928,9000,1882,4000,40
1497626171496710031,7930,8000,1680,3000,30
1497626178565356491,8518,9000,1416,3000,30
1497626184092534672,8105,10000,1435,3000,30
1497626190335497309,8583,9000,1773,3000,30
1497626195898565064,8116,10000,1806,3000,30
1497626201377860222,7970,9000,1707,3000,30
1497626207282688246,8000,8000,1588,3000,30
1497626212712906530,9000,9000,1633,3000,30
1497626218137931316,10000,10000,2028,3000,30
1497626229763180589,8848,11000,1390,4000,40
1497626249052267341,7928,10000,1472,3000,30
1497626254519106152,7928,9000,1773,3000,30
1497626259829147889,7929,8000,1538,3000,30
1497626265145616185,7928,9000,1775,3000,30
1497626271026755635,7929,8000,1465,3000,30
1497626276356736715,7930,9000,1506,3000,30
1497626281930510726,7928,8000,1536,3000,30
1497626287258948585,7928,9000,1458,3000,30
1497626292515248396,7927,8000,1490,3000,30
1497626297936496113,7926,9000,1437,3000,30
1497626303363928689,7930,8000,1838,3000,30
1497626309141156424,8605,9000,1687,3000,30
1497626314523142476,8936,10000,2507,3000,30
1497626321672581935,8286,9000,1292,4000,40
1497626328140657161,8033,9000,1006,3000,30
1497626333462783714,8660,9000,806,3000,30
1497626338978294097,9974,10000,1160,2000,20
1497626347948412944,8906,11000,1664,3000,30
1497626353974596544,8039,10000,811,3000,28
1497626359662840987,7930,9000,816,2000,20
1497626364921650389,7930,8000,1025,2000,20
1497626370533869865,4989,9000,2997,3000,27
1497626376169868054,2490,8000,4000,4000,40
1497626381751880062,7000,7000,359,5000,50
1497626387549435251,7704,8000,151,4000,40
1497626393091832884,4476,9000,279,3000,30
1497626398605068415,2240,8000,261,2000,20
1497626403866082355,1182,7000,375,2000,20
1497626409104154127,999,6000,322,2000,20
1497626414412618538,995,5000,390,2000,20
1497626419708260533,995,4000,429,2000,20
1497626424935380550,916,3000,376,2000,20
1497626430221265661,915,2000,339,2000,20
1497626435509582567,914,1000,393,2000,20
1497626442978962061,916,2000,405,2000,10
1497626448276917256,1000,1000,647,2000,10
1497626455710050574,1054,2000,736,2000,10
1497626460900957056,939,2000,898,2000,10
1497626466191178884,916,1000,595,2000,10
1497626473787562329,916,2000,609,2000,10
